"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Percentage","Flag Codes","Flags"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","KOR","Korea","2020","2020",3719106,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",18.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",23.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",24.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",26.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",29.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2015","2015",31.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2016","2016",33.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2017","2017",36.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2018","2018",49.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2019","2019",73.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","KOR","Korea","2020","2020",71.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2010","2010",925.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2011","2011",1095.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2012","2012",1036.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2013","2013",1074.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2014","2014",1173.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2015","2015",1187.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2016","2016",1216.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2017","2017",1247.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2018","2018",1629.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2019","2019",2308.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","KOR","Korea","2020","2020",2095.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2010","2010",38415,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2011","2011",39772,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2012","2012",39572,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2013","2013",41354,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2014","2014",41976,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2015","2015",42450,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2016","2016",44142,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2017","2017",43620,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2018","2018",45565,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2019","2019",50444,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","LUX","Luxembourg","2020","2020",52458,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",81.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",82.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",80.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",82.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",82.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",81.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",83.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2017","2017",81.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2018","2018",83.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2019","2019",90.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2020","2020",92.5,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2010","2010",5487.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2011","2011",5681.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2012","2012",5653.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2013","2013",5907.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2014","2014",5996.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2015","2015",6064.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2016","2016",6306,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2017","2017",6231.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2018","2018",6509.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2019","2019",5604.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","LUX","Luxembourg","2020","2020",4768.9,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2010","2010",815403,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2011","2011",834384,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2014","2014",864136,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2015","2015",876864,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2016","2016",831782,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2017","2017",875445,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2018","2018",898653,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2019","2019",1031353,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NLD","Netherlands","2020","2020",1021986,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2010","2010",49.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2011","2011",50,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2014","2014",51.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2015","2015",51.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2016","2016",48.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2017","2017",51.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2018","2018",52.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2019","2019",59.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NLD","Netherlands","2020","2020",58.6,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2010","2010",4016.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2011","2011",3880.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2014","2014",3982.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2015","2015",4136.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2016","2016",3815.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2017","2017",3925.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2018","2018",3994,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2019","2019",4297.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NLD","Netherlands","2020","2020",4386.2,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2012","2012",461472,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2013","2013",468737,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2014","2014",512446,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2015","2015",548663,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2016","2016",556213,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2017","2017",593369,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2018","2018",615623,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2019","2019",623356,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2020","2020",632305,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","NOR","Norway","2021","2021",718378,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2012","2012",92,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2013","2013",92.3,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2014","2014",99.8,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2015","2015",105.7,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2016","2016",106.3,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2017","2017",112.4,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2018","2018",115.9,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2019","2019",116.6,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2020","2020",117.5,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","NOR","Norway","2021","2021",133.2,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2016","2016",24183.2,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2017","2017",21191.8,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2018","2018",12071,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2019","2019",6702.8,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2020","2020",6199.1,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","NOR","Norway","2021","2021",4276.1,"D","Difference in methodology"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2014","2014",1003107,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2015","2015",1056804,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2016","2016",1131883,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2017","2017",1309036,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2018","2018",1414169,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2019","2019",1602401,"B","Break"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","POL","Poland","2020","2020",1537374,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2014","2014",26.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2015","2015",27.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2016","2016",29.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2017","2017",34.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2018","2018",37.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2019","2019",42.2,"B","Break"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","POL","Poland","2020","2020",40.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2014","2014",3996.4,"B","Break"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2015","2015",3644.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2016","2016",3785.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2017","2017",4349,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2018","2018",4040.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2019","2019",4552.3,"B","Break"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","POL","Poland","2020","2020",3872.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2010","2010",180390,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2011","2011",187420,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2012","2012",220966,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2013","2013",250501,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2014","2014",279562,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2015","2015",307935,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2016","2016",333599,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2017","2017",342443,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2018","2018",378650,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2019","2019",401831,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","SVK","Slovak Republic","2020","2020",373508,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2010","2010",33.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2011","2011",34.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2012","2012",40.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2013","2013",46.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2014","2014",51.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2015","2015",56.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2016","2016",61.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2017","2017",63,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2018","2018",69.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2019","2019",73.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","SVK","Slovak Republic","2020","2020",68.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2010","2010",4875.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2011","2011",4932.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2012","2012",6499,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2013","2013",6958.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2014","2014",6212.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2015","2015",6415.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2016","2016",6808.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2017","2017",6585.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2018","2018",7281.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2019","2019",7727.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","SVK","Slovak Republic","2020","2020",6916.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2010","2010",2775004,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2011","2011",2945049,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2012","2012",3019026,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2013","2013",3241275,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2014","2014",3597706,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2015","2015",3637973,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2016","2016",3869114,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2017","2017",4125858,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2018","2018",4323422,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2019","2019",4671036,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","ESP","Spain","2020","2020",4009884,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2010","2010",59.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2011","2011",63,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2012","2012",64.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2013","2013",69.5,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2014","2014",77.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2015","2015",78.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2016","2016",83.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2017","2017",88.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2018","2018",92.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2019","2019",99.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","ESP","Spain","2020","2020",84.7,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2010","2010",4973.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2011","2011",4580.2,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2012","2012",4369.1,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2013","2013",4533.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2014","2014",4989.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2015","2015",4942.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2016","2016",5172.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2017","2017",5407.4,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2018","2018",5370.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2019","2019",5621,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","PERMACNB","Per scanner","ESP","Spain","2020","2020",4646.4,"P","Provisional value"
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2010","2010",30200000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2011","2011",32000000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2012","2012",32900000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2013","2013",33800000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2014","2014",34900000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2015","2015",37800000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2016","2016",39000000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2017","2017",36100000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2018","2018",39000000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2019","2019",42000000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2020","2020",27400000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","NOMBRENB","Number","USA","United States","2021","2021",35700000,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",97.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",102.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",104.8,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",106.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",109.6,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",117.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",120.7,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",111,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",119.3,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2019","2019",127.9,,
"DGTSMREX","Magnetic Resonance Imaging exams, total","RTOINPNB","Per 1 000 population","USA","United States","2020","2020",82.7,,
